Product,Description,MedDRA Preferred Terms
advobar meal chocolate peanut butter, Choc/Cocoa Prod,"NEPHROLITHIASIS, COMPUTERISED TOMOGRAM ABNORMAL, BACK PAIN"
advobar raw, Dietary Conventional Foods/Meal Replacements,"URTICARIA, PRURITUS, PRURITUS, PHARYNGEAL OEDEMA, ERYTHEMA"
advobar snack double chocolate, Dietary Conventional Foods/Meal Replacements,"Gastrointestinal pain, Gastrointestinal inflammation, Colitis, Abdominal pain"
advocare  meal replacement shake  chocolate, Dietary Conventional Foods/Meal Replacements,"VOMITING, SWELLING, RASH, PRURITUS, FOOD ALLERGY, FATIGUE, DYSPNOEA"
advocare  meal replacement shake  vanilla, Dietary Conventional Foods/Meal Replacements,"VOMITING, SWELLING, RASH, PRURITUS, FOOD ALLERGY, FATIGUE, DYSPNOEA"
advocare  seasonal meal replacement shake  mint chocolate brownie, Dietary Conventional Foods/Meal Replacements,"VOMITING, SWELLING, RASH, PRURITUS, FOOD ALLERGY, FATIGUE, DYSPNOEA"
advocare advobar am apple cinnamon, Dietary Conventional Foods/Meal Replacements,"SYNCOPE, RENAL FAILURE, PALPITATIONS, MUSCLE STRAIN, JOINT DISLOCATION, HEAD INJURY, FALL, DIZZINESS, DEHYDRATION"
advocare meal replacement  nonspecific, Dietary Conventional Foods/Meal Replacements,"Renal failure, Nausea, Gait disturbance, Back pain"
advocare meal replacement chocolate peanut butter, Dietary Conventional Foods/Meal Replacements,"Weight decreased, Neuropathy peripheral, Nerve injury, Hypoaesthesia, Hypervitaminosis, Balance disorder"
advocare meal replacement shake, Dietary Conventional Foods/Meal Replacements,"RENAL FAILURE ACUTE, HAEMATURIA, FLANK PAIN, BLOOD CREATININE INCREASED, ABDOMINAL PAIN, Vomiting, Tremor, Somnolence, Nausea, Insomnia, Headache, Chest pain, Blood pressure increased, Anxiety, Malaise, Headache, Blood pressure increased"
advocare meal replacement shake  berry, Dietary Conventional Foods/Meal Replacements,"VOMITING, TREMOR, HYPERHIDROSIS, FALL, DIZZINESS, DISORIENTATION, DEHYDRATION, BLOOD POTASSIUM DECREASED, SYNCOPE, RENAL FAILURE, PALPITATIONS, MUSCLE STRAIN, JOINT DISLOCATION, HEAD INJURY, FALL, DIZZINESS, DEHYDRATION, SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
advocare meal replacement shake  chocolate, Dietary Conventional Foods/Meal Replacements,"CYSTITIS INTERSTITIAL, NAUSEA, MALAISE, HYPERHIDROSIS, DIZZINESS, DIARRHOEA, DEHYDRATION, PALPITATIONS, DIZZINESS, DEHYDRATION, CHEST PAIN, CHEST DISCOMFORT, X-RAY ABNORMAL, ULTRASOUND SCAN ABNORMAL, PAIN, NEPHROLITHIASIS, HERNIA, COMPUTERISED TOMOGRAM ABNORMAL, CHOLELITHIASIS, SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED, Weight decreased, Urticaria, Swelling face, Somnolence, Lip swelling, Dyspepsia, Nausea, Headache, Gastroenteritis, Diarrhoea, Dehydration, Abdominal pain"
advocare meal replacement shake  chocolate mocha, Dietary Conventional Foods/Meal Replacements,"HEART RATE INCREASED, DYSPNOEA, SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
advocare meal replacement shake  nondairy vegetarian dark chocolate, Dietary Conventional Foods/Meal Replacements,"SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
advocare meal replacement shake  vanilla, Dietary Conventional Foods/Meal Replacements,"SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED, PAIN OF SKIN, MALAISE, FALL, CONVULSION, Nausea, Headache, Gastroenteritis, Diarrhoea, Dehydration, Abdominal pain"
advocare meal replacement shake berry, Dietary Conventional Foods/Meal Replacements,"RENAL DISORDER, PAIN, MEMORY IMPAIRMENT, HYPERTENSION, HEADACHE, DIZZINESS"
advocare meal replacement shake chocolate, Dietary Conventional Foods/Meal Replacements,"HEART RATE INCREASED, FLUSHING, YELLOW SKIN, PRURITUS, JAUNDICE, HEPATITIS, HEPATIC ENZYME INCREASED, CHROMATURIA, BLOOD BILIRUBIN INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, Vomiting, Nausea, Diarrhoea"
advocare meal replacement shake vanilla, Dietary Conventional Foods/Meal Replacements,"RENAL DISORDER, PAIN, MEMORY IMPAIRMENT, HYPERTENSION, HEADACHE, DIZZINESS"
advocare meal replacement shakes, Dietary Conventional Foods/Meal Replacements,"VOMITING, VISION BLURRED, TROPONIN INCREASED, POST-TRAUMATIC STRESS DISORDER, NEUROLOGICAL SYMPTOM, MYOCARDIAL INFARCTION, LOSS OF CONSCIOUSNESS, HYPOAESTHESIA, HYPERHIDROSIS, FEELING JITTERY, DYSPNOEA, DIZZINESS, DISORIENTATION, DEPRESSION, DEPRESSED LEVEL OF CONSCIOUSNESS, CONVULSION, CHEST PAIN, BURNING SENSATION, INFLAMMATION, HAEMATOCHEZIA, DIARRHOEA, COLITIS ISCHAEMIC, ABDOMINAL PAIN"
advocare rehydrate, Dietary Conventional Foods/Meal Replacements,"Nausea, Gastrooesophageal reflux disease, Flatulence, Eructation, Diarrhoea haemorrhagic, Computerised tomogram abnormal, Abdominal pain"
advocare rehydrate  fruit punch, Dietary Conventional Foods/Meal Replacements,"SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
advocare rehydrate  key lime cherry, Dietary Conventional Foods/Meal Replacements,"SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
advocare rehydrate  mangopineapple, Dietary Conventional Foods/Meal Replacements,"SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
advocare rehydrate  peach, Dietary Conventional Foods/Meal Replacements,"SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
advocare rehydrate  red raspberry, Dietary Conventional Foods/Meal Replacements,"SUPPRESSED LACTATION, PRE-ECLAMPSIA, HUMAN CHORIONIC GONADOTROPIN INCREASED, HEPATIC ENZYME INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
afc bean curd dried, Mult Food Dinner/Grav/Sauce/Special,"STOMACH DISCOMFORT, NAUSEA, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
afc fresh bean curd sheets, Vegetables/Vegetable Products,"NAUSEA, ABDOMINAL PAIN UPPER"
afc sushi spicy tuna roll sushi, Fishery/Seafood Prod,"THROAT TIGHTNESS, OEDEMA PERIPHERAL, LOCAL SWELLING, LIP SWELLING, FOOD POISONING, DYSPNOEA, DYSPNOEA"
affinity foods koyo asian pasta, Macaroni/Noodle Prod,DIARRHOEA
affy tapple caramel apple with nuts, Candy W/O Choc/Special/Chew Gum,"VOMITING, BODY TEMPERATURE INCREASED, ASTHENIA, RASH"
ag ferrari foods torta al cioccolatto gluten free flourless chocolate torte, Bakery Prod/Dough/Mix/Icing,"VOMITING, VISUAL IMPAIRMENT, SLUGGISHNESS, NAUSEA, LETHARGY, HEADACHE, SLUGGISHNESS, NAUSEA, HEADACHE, VISUAL IMPAIRMENT, SLUGGISHNESS, NAUSEA, HEADACHE, NAUSEA, HEADACHE"
ageless essentials nutrient dense super food, Dietary Conventional Foods/Meal Replacements,"THROAT IRRITATION, PRURITUS, PHARYNGITIS, MOUTH INJURY, HAEMATOCHEZIA, GINGIVAL BLEEDING, GASTROINTESTINAL DISORDER, DYSPEPSIA, BURNING SENSATION, ANAL DISCOMFORT"
ageloc tr90 green protein shake, Dietary Conventional Foods/Meal Replacements,"Cholelithiasis, Abdominal pain upper, Pruritus generalised, Pancreatitis acute, Abdominal discomfort"
ageloc tr90 green protein shake us, Dietary Conventional Foods/Meal Replacements,"BLOOD ALKALINE PHOSPHATASE INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
ageloc tr90 trim shake chocolate, Dietary Conventional Foods/Meal Replacements,"DIVERTICULITIS, ABDOMINAL PAIN"
ageloc tr90 trim shake vanilla, Dietary Conventional Foods/Meal Replacements,"SYNCOPE, DIZZINESS, DEHYDRATION, DIVERTICULITIS, ABDOMINAL PAIN"
ageloc tr90 trimshake chocolate, Dietary Conventional Foods/Meal Replacements,"RADIAL NERVE PALSY, DIARRHOEA, BLOOD PRESSURE INCREASED, ABDOMINAL DISTENSION"
ageloc tr90 trimshake chocolate us, Dietary Conventional Foods/Meal Replacements,"VOMITING, VAGINAL PAIN, RENAL PAIN, RENAL IMPAIRMENT, NEPHROLITHIASIS, LOSS OF CONSCIOUSNESS, BLOOD URINE PRESENT, BLADDER PAIN, TYPE 2 DIABETES MELLITUS, SYNCOPE, HYPERGLYCAEMIA, BLOOD ALKALINE PHOSPHATASE INCREASED, ASPARTATE AMINOTRANSFERASE INCREASED, ALANINE AMINOTRANSFERASE INCREASED"
ageloc tr90 trimshake vanilla, Dietary Conventional Foods/Meal Replacements,"RADIAL NERVE PALSY, DIARRHOEA, BLOOD PRESSURE INCREASED, ABDOMINAL DISTENSION"
ageloc tr90 trimshake vanilla us, Dietary Conventional Foods/Meal Replacements,"VOMITING, VAGINAL PAIN, RENAL PAIN, RENAL IMPAIRMENT, NEPHROLITHIASIS, LOSS OF CONSCIOUSNESS, BLOOD URINE PRESENT, BLADDER PAIN, TYPE 2 DIABETES MELLITUS, SYNCOPE, HYPERGLYCAEMIA, VOMITING, SKIN DISCOLOURATION, PNEUMONIA, IMMUNE SYSTEM DISORDER, HAEMORRHAGE, HAEMOGLOBIN DECREASED, FATIGUE, DYSPNOEA, ANAEMIA"
agostino recca sardines, Fishery/Seafood Prod,DIARRHOEA
agrilink foods vegetable canned vegetables, Vegetables/Vegetable Products,"FLATULENCE, DERMATITIS DIAPER"
agropecuaria cantaloupe, Fruit/Fruit Prod,"VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN, VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN, VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
agropecuaria montelibano cantaloupe, Fruit/Fruit Prod,"NAUSEA, LETHARGY, DIARRHOEA, ASTHENIA, ABDOMINAL DISTENSION, VOMITING, HEADACHE, DIARRHOEA, VOMITING, HEADACHE, DIARRHOEA"
aguana alaskan imitation crabmeat, Fishery/Seafood Prod,"VOMITING, NAUSEA, DIARRHOEA, ASTHENIA, ABDOMINAL PAIN"
aguas puras de mayaguez bottled water, Soft Drink/Water,"VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN, VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN, Vomiting, Nausea, Abdominal pain, Abdominal pain"
ahi tuna, Fishery/Seafood Prod,"HYPERHIDROSIS, HEADACHE, GASTROENTERITIS VIBRIO, DIARRHOEA, CHILLS, ABDOMINAL PAIN"
ahi tuna burger, Fishery/Seafood Prod,"URTICARIA, FOOD ALLERGY, URTICARIA, FOOD ALLERGY, URTICARIA, FOOD ALLERGY, URTICARIA, FOOD ALLERGY, URTICARIA, FOOD ALLERGY"
ahi tuna burger with ponzu slaw, Fishery/Seafood Prod,"FOOD ALLERGY, FOOD ALLERGY"
ahi tuna entree, Fishery/Seafood Prod,"URTICARIA, TREMOR, SKIN DISCOLOURATION, PYREXIA, PALPITATIONS, NAUSEA, HEART RATE IRREGULAR, HEART RATE INCREASED, HEADACHE, FOOD POISONING, FLUSHING, FEELING OF BODY TEMPERATURE CHANGE, ERYTHEMA, ERYTHEMA, ERYTHEMA, DYSPEPSIA, DIZZINESS"
ahi tuna steaks, Fishery/Seafood Prod,"VOMITING, RIGORS, ERYTHEMA, DIARRHOEA, RIGORS, DIARRHOEA, HEART RATE INCREASED, FOOD POISONING, FLUSHING, HEART RATE INCREASED, FOOD POISONING, FLUSHING"
ahi tuna taco, Mult Food Dinner/Grav/Sauce/Special,"RASH, FOOD ALLERGY, FLUSHING, ERYTHEMA"
ahi tuna tacos, Fishery/Seafood Prod,"RASH, HYPERSENSITIVITY, FLUSHING, ERYTHEMA"
ahi tuna wild caught, Fishery/Seafood Prod,"RASH, HEADACHE, FOOD POISONING, ERYTHEMA, BURNING SENSATION, BURNING SENSATION, BURNING SENSATION"
ahi yellowfin tuna portions 6 oz frozen vacuum packaged, Fishery/Seafood Prod,"URTICARIA, RASH, PRURITUS, NAUSEA, NAIL DISCOLOURATION, HEADACHE, FOOD ALLERGY, FLUSHING, EYE IRRITATION, CYANOSIS, CHEST PAIN, CHEST DISCOMFORT, ABNORMAL SENSATION IN EYE"
aikens endulge ice cream bars super premium vanilla with chocolate covering, Ice Cream Prod,"ORAL DISCOMFORT, HOSPITALISATION"
air china chicken  rice meal, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, DIARRHOEA, ABDOMINAL PAIN, VOMITING, DIARRHOEA, ABDOMINAL PAIN"
airhead cherry candy, Candy W/O Choc/Special/Chew Gum,"PRURITUS, PHARYNGITIS, PARAESTHESIA, LOCAL SWELLING, HYPERTENSION, HYPERSENSITIVITY, DYSPNOEA, BURNING SENSATION, ANGIOEDEMA"
airhead sour ball candy, Candy W/O Choc/Special/Chew Gum,"SKIN IRRITATION, SKIN INJURY, BURNING SENSATION"
airheads chewier mini bars, Candy W/O Choc/Special/Chew Gum,"TOOTH FRACTURE, TOOTH DISORDER"
airheads green apple flavor lolipops, Candy W/O Choc/Special/Chew Gum,BURNING SENSATION
aitkins multigrain wheat bread, Bakery Prod/Dough/Mix/Icing,"PRURITUS, MEDICATION ERROR, HOSPITALISATION, EYE SWELLING, EYE SWELLING, DYSPNOEA, DYSPNOEA, ANAPHYLACTIC SHOCK"
ajinomoto hon dashi dashi no moto dried fish broth, Fishery/Seafood Prod,"TOOTH DISORDER, EPISTAXIS, DIARRHOEA"
ajinomoto yakitori chicken fried rice, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, NAUSEA, DIARRHOEA"
alabamas organic milk 2, Milk/Butter/Dried Milk Prod,"NAUSEA, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, NAUSEA, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
aladdins bread pocket pita 100 whole wheat, Bakery Prod/Dough/Mix/Icing,"LYMPHADENOPATHY, HYPERSENSITIVITY"
alafia extra virgin olive oil, Vegetable Oils,"DIARRHOEA, ABDOMINAL PAIN"
alaska instant milk powder, Milk/Butter/Dried Milk Prod,"WHEEZING, SNEEZING, SINUSITIS, HEADACHE, DYSPNOEA, COUGH, CHEST PAIN, ABDOMINAL PAIN UPPER"
alaska smokehouse smoked salmon, Fishery/Seafood Prod,"VOMITING, MALAISE, HEART RATE INCREASED, DIARRHOEA, BODY TEMPERATURE INCREASED"
alaskan fruit smoothie drink, Fruit/Fruit Prod,"HOSPITALISATION, DYSPNOEA"
alaskan salmon, Fishery/Seafood Prod,"NAUSEA, FATIGUE, DECREASED APPETITE, APPETITE DISORDER"
alba instant nonfat dry milk, Milk/Butter/Dried Milk Prod,"NAUSEA, BURNING SENSATION, ABDOMINAL PAIN"
albanese assorted sugarfree gummi bears, Candy W/O Choc/Special/Chew Gum,BLOOD GLUCOSE INCREASED
albany bakery iced oatmeal cookies, Bakery Prod/Dough/Mix/Icing,"NAUSEA, DIARRHOEA, DYSPEPSIA"
albertson garlic bread, Bakery Prod/Dough/Mix/Icing,"Vomiting, Thirst, Myalgia, Lethargy, Food poisoning, Diarrhoea, Abdominal pain upper, Abdominal pain"
albertson mustard, Dressing/Condiment,TOOTH INJURY
albertson private label super value, Egg/Egg Prod,"NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
albertsons aplus bottled spring water, Soft Drink/Water,"PALLOR, NERVOUSNESS, MENTAL IMPAIRMENT, HYPERHIDROSIS, VOMITING, PALLOR, NAUSEA, HYPERHIDROSIS, VOMITING, PALLOR, NAUSEA, HYPERHIDROSIS"
albertsons apple cider, Fruit/Fruit Prod,"VERTIGO, SOMNOLENCE, SLEEP DISORDER, DIZZINESS"
albertsons apple juice, Fruit/Fruit Prod,"VOMITING, PHARYNGITIS, NAUSEA, HEADACHE, CHANGE OF BOWEL HABIT"
albertsons big chill big chill cola and pineapple, Soft Drink/Water,"HYPERCHLORHYDRIA, ERUCTATION, DYSGEUSIA"
albertsons blended strawberry low fat yogurt, Milk/Butter/Dried Milk Prod,"VOMITING, SYNCOPE, DIARRHOEA"
albertsons brand eggs, Egg/Egg Prod,"POOR PERIPHERAL CIRCULATION, JAUNDICE, FOOD POISONING, DIARRHOEA, BACK PAIN"
albertsons chocolate chip cookies, Bakery Prod/Dough/Mix/Icing,Urine odour abnormal
albertsons chunk light tuna in water, Fishery/Seafood Prod,"VOMITING, ABDOMINAL PAIN UPPER, VOMITING, ABDOMINAL PAIN UPPER"
albertsons crushed tomatoes in rich puree, Vegetables/Vegetable Products,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
albertsons distilled water, Soft Drink/Water,NAUSEA
albertsons drinking water, Soft Drink/Water,"VOMITING, ABDOMINAL PAIN"
albertsons evaporated milk with vitamin d added, Milk/Butter/Dried Milk Prod,DIARRHOEA
albertsons extra crunchy peanut butter, Nuts/Edible Seed,CHOKING
albertsons extra sharp cheddar, Cheese/Cheese Prod,"VOMITING, VOMITING"
albertsons fancy diced carrots, Vegetables/Vegetable Products,CONVULSION
albertsons frosted shredded mini wheat, Cereal Prep/Breakfast Food,ABDOMINAL PAIN
albertsons garlic french bread, Bakery Prod/Dough/Mix/Icing,LACERATION
albertsons hotdog buns, Bakery Prod/Dough/Mix/Icing,VOMITING
albertsons lactose free reduced fat milk, Milk/Butter/Dried Milk Prod,"PALPITATIONS, NAUSEA, MALAISE, HEART RATE INCREASED, HEART RATE ABNORMAL, DIARRHOEA, CARDIAC FIBRILLATION"
albertsons light butter pecan no sugar added ice cream, Ice Cream Prod,"SOMNOLENCE, LETHARGY, HYPERSENSITIVITY, HEADACHE"
albertsons light mint ice cream, Ice Cream Prod,"HEADACHE, DIARRHOEA"
albertsons medium size california ripe pitted olives, Fruit/Fruit Prod,"THROAT IRRITATION, GLOSSODYNIA, BURNING SENSATION"
albertsons non dairy creamer, Milk/Butter/Dried Milk Prod,"HYPERSENSITIVITY, ABDOMINAL PAIN"
albertsons pinto beans, Vegetables/Vegetable Products,DIARRHOEA
albertsons pistachio ice cream with chopped nuts, Ice Cream Prod,"VOMITING, NAUSEA, DIARRHOEA, DEHYDRATION, BODY TEMPERATURE INCREASED, BACTERIAL INFECTION, ASTHENIA, ABDOMINAL PAIN"
albertsons premium fruit cocktail, Fruit/Fruit Prod,"VOMITING, DIARRHOEA"
albertsons raspberry sherbet, Ice Cream Prod,"VOMITING, NAUSEA, EMERGENCY CARE EXAMINATION, DIARRHOEA, ASTHENIA, ABDOMINAL PAIN"
albertsons salted peanuts, Nuts/Edible Seed,"VOMITING, NAUSEA"
albertsons shredded wheat, Cereal Prep/Breakfast Food,"DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
albertsons sour cream, Milk/Butter/Dried Milk Prod,"VOMITING, DIARRHOEA, ABDOMINAL DISCOMFORT, VOMITING, DIARRHOEA, ABDOMINAL DISCOMFORT"
albertsons wheat bread, Bakery Prod/Dough/Mix/Icing,RASH
albertsons whole berry cranberry sauce, Vegetables/Vegetable Products,"MALAISE, INJURY, FATIGUE, DIARRHOEA, ASTHENIA, ABDOMINAL PAIN"
albetsons raw pine nuts, Nuts/Edible Seed,DYSGEUSIA
alcohol, Alcoholic Beverage,AGGRESSION
alcohol ethanol, Alcoholic Beverage,MOUTH HAEMORRHAGE
aldens organic butter brittle ice cream, Ice Cream Prod,LACERATION
aldi belmont fudge striped short bread cookie, Bakery Prod/Dough/Mix/Icing,"HYPERSENSITIVITY, GENERALISED OEDEMA"
aldi deluxe roasted cashews with sea salt, Nuts/Edible Seed,"Malaise, Diarrhoea"
aldi diet gt cola canned, Soft Drink/Water,"DIARRHOEA, DIARRHOEA"
aldi diomede black olives, Fruit/Fruit Prod,"PAIN, ABDOMINAL PAIN"
aldi friendly farm evaporated milk, Milk/Butter/Dried Milk Prod,DIARRHOEA
aldi little salad bar garden salad, Vegetables/Vegetable Products,"Vomiting, Pyrexia, Nausea, Feeling of body temperature change, Chills"
aldi millville chewy smores granola bars, Cereal Prep/Breakfast Food,"URTICARIA, PRURITUS, ORAL ALLERGY SYNDROME, NASAL CONGESTION, ANAPHYLACTIC REACTION, ABDOMINAL PAIN UPPER, ABDOMINAL DISCOMFORT"
aldi millville sugar wheat puffs cereal, Cereal Prep/Breakfast Food,VOMITING
aldi oatmeal, Cereal Prep/Breakfast Food,"WHEEZING, SWELLING FACE, RASH, PRURITUS GENERALISED, COUGH, BURNING SENSATION, ANAPHYLACTIC REACTION"
aldi orange, Fruit/Fruit Prod,"VOMITING, PHARYNGITIS, NAUSEA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN"
aldi organic green mix, Vegetables/Vegetable Products,"VOMITING, TONGUE DISCOLOURATION, SWOLLEN TONGUE, PARAESTHESIA ORAL, PARAESTHESIA ORAL, OROPHARYNGEAL PAIN, NAUSEA, MALAISE, HEADACHE, DIZZINESS, ABDOMINAL PAIN UPPER"
aldi peanut delight creamy peanut butter, Nuts/Edible Seed,"NAUSEA, HYPERHIDROSIS, DIARRHOEA, VOMITING, NAUSEA, ASTHENIA"
aldi peanut delight cruncy peanut butter, Nuts/Edible Seed,"DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL DISTENSION, VOMITING, ABDOMINAL PAIN, ABDOMINAL DISTENSION"
aldi puraqua spring water, Soft Drink/Water,"NAUSEA, HEADACHE"
aldi splash juice tropical blend, Soft Drink/Water,VOMITING
aldi sugar frosted wheat puffs, Cereal Prep/Breakfast Food,"EMERGENCY CARE EXAMINATION, DIZZINESS, ABDOMINAL PAIN"
aldi tuscan garden cheese  garlic, Cheese/Cheese Prod,ASTHENIA
aldis beaumont coffee, Coffee/Tea,ABDOMINAL PAIN
aldis black pepper pure ground," Spices, Flavors And Salts","VOMITING, URTICARIA, LETHARGY, FLUSHING, DIARRHOEA, CHILLS"
aldis little salad bar fresh salsa  medium, Dressing/Condiment,"VOMITING, NAUSEA, MALAISE, HEADACHE, GASTROINTESTINAL DISORDER, GASTRIC DISORDER, DIARRHOEA, CHILLS, ABDOMINAL PAIN"
aldis peanut delight creamy peanut butter, Nuts/Edible Seed,"NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
aldis pistachios, Nuts/Edible Seed,"VOMITING, NAUSEA, MALAISE, DIARRHOEA"
aldis season choice sweet potato casserole with praline topping, Vegetables/Vegetable Products,"MALAISE, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
ale 8 1 soft drink opaque ale 8 1, Soft Drink/Water,"VOMITING, HAEMATEMESIS, CAUSTIC INJURY"
ale 8 soft drink, Soft Drink/Water,"NAUSEA, DIARRHOEA, CHILLS, BLOOD PRESSURE FLUCTUATION"
alesa alfalfa sprouts living, Vegetables/Vegetable Products,"NAUSEA, DIARRHOEA"
alessi pignoli pine nuts, Nuts/Edible Seed,DYSGEUSIA
alessi white balsamic vinegar, Dressing/Condiment,"DYSPNOEA, DYSPHONIA, BURNING SENSATION"
alexia oven reds olive oil sundried tomato and pesto, Vegetables/Vegetable Products,"SWELLING, HYPERSENSITIVITY"
alexs fruit mix licorice, Candy W/O Choc/Special/Chew Gum,"MALAISE, ABDOMINAL PAIN"
alfalfa sprouts, Vegetables/Vegetable Products,"VOMITING, NEUTROPENIA, NERVOUSNESS, NAUSEA, HYPERHIDROSIS, HAEMATOCHEZIA, DIZZINESS, DIARRHOEA, DEHYDRATION, COLD SWEAT, BLOOD PRESSURE DECREASED, BACTERIAL INFECTION, ASTHENIA, ABDOMINAL DISCOMFORT, VOMITING, NAUSEA, ABDOMINAL DISCOMFORT"
alfs natural nutrition puffed brown rice cereal, Cereal Prep/Breakfast Food,"VOMITING, MALAISE, DIARRHOEA"
algood food peanut butter, Nuts/Edible Seed,"VOMITING, HOT FLUSH, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
algood peanut butter, Nuts/Edible Seed,"VOMITING, PYREXIA, LETHARGY, DIARRHOEA, ABDOMINAL PAIN UPPER, HEADACHE, ABDOMINAL DISCOMFORT"
algood peanut butter peanut butter, Nuts/Edible Seed,"RENAL PAIN, DIARRHOEA, ABDOMINAL PAIN"
algood smooth peanut butter, Nuts/Edible Seed,ABDOMINAL PAIN
alilalia extra virgin olive oil, Vegetable Oils,"DYSPNOEA, BURNING SENSATION"
alimentum infant formula, Baby Food Products,DIARRHOEA
alimentum similac expert, Baby Food Products,INFLUENZA LIKE ILLNESS
alimentum with dha and ara, Baby Food Products,"SCREAMING, RESPIRATORY ARREST, RASH, PAIN, GASTROOESOPHAGEAL REFLUX DISEASE, FLATULENCE, DISCOMFORT, ABDOMINAL PAIN"
alitalia chicken stew with cheese and crackers, Mult Food Dinner/Grav/Sauce/Special,"NAUSEA, GASTROENTERITIS SALMONELLA, DIARRHOEA, BODY TEMPERATURE INCREASED"
