Product,Description,MedDRA Preferred Terms
aveda botanical kinetics hydrating facial moisturizing lotion, Cosmetics,"HYPERSENSITIVITY, BURNING SENSATION, BLISTER"
aveda botanical kinetics hydrating lotion, Cosmetics,"URTICARIA, SKIN DISCOLOURATION, PRURITUS, LOCALISED OEDEMA, IRRITABILITY, HYPERSENSITIVITY, ERYTHEMA, ANXIETY"
aveda color conserve shampoo, Cosmetics,"OEDEMA, HYPERSENSITIVITY, HYPERSENSITIVITY, EYE SWELLING, EYE SWELLING, ERYTHEMA, DERMATITIS CONTACT, ALLERGY TEST POSITIVE"
aveda corp aveda rosemary mint body lotion, Cosmetics,"RASH PAPULAR, RASH, PRURITUS, FOLLICULITIS, RASH PAPULAR, RASH, PRURITUS, FOLLICULITIS"
aveda cosmetics, Cosmetics,"PAIN, PAIN"
aveda damage remedy conditioner, Cosmetics,"MUSCULOSKELETAL DISORDER, DIZZINESS, MUSCULOSKELETAL DISORDER, DIZZINESS"
aveda face wash, Cosmetics,Dermatitis contact
aveda full spectrum permanent hair color, Cosmetics,"SKIN IRRITATION, PRURITUS, HYPERSENSITIVITY, ERYTHEMA"
aveda green science firming face cream, Cosmetics,"TENDERNESS, SWELLING, RASH PAPULAR, PRURITUS, ERYTHEMA, BURNING SENSATION, SWELLING, SKIN DISCOLOURATION, RASH PAPULAR, HYPERSENSITIVITY, ERYTHEMA"
aveda green science firming face creme, Cosmetics,"SWELLING, SKIN DISORDER, SKIN DISCOLOURATION, RASH PAPULAR, RASH, PRURITUS, ERYTHEMA, BURNING SENSATION"
aveda green sciences firming face cream, Cosmetics,"RASH, PRURITUS, DERMATITIS, BLISTER"
aveda hair color, Cosmetics,"SWELLING FACE, SWELLING, EYE SWELLING, PRURITUS, ERYTHEMA, BURNING SENSATION, Rash, Pruritus, Alopecia, Pruritus, Nausea, Erythema, Pruritus, Inflammation, Alopecia scarring, Alopecia"
aveda hair dye, Cosmetics,"WOUND SECRETION, SKIN REACTION, RASH, PRURITUS, EYE SWELLING, BURNING SENSATION"
aveda hand relief, Cosmetics,"Vision blurred, Somnolence, Rash, Pain, Local swelling, Feeling hot, Burning sensation"
aveda invati hair growth stimulation system, Cosmetics,"TRICHORRHEXIS, THIRST, HYPOTRICHOSIS, CHEMICAL BURN OF SKIN"
aveda level 8 hair dye, Cosmetics,"OEDEMA, HYPERSENSITIVITY, HYPERSENSITIVITY, EYE SWELLING, EYE SWELLING, ERYTHEMA, DERMATITIS CONTACT, ALLERGY TEST POSITIVE"
aveda moisturizing cream, Cosmetics,Dermatitis contact
aveda permanent hair dye, Cosmetics,"SWELLING FACE, PRURITUS, HYPERSENSITIVITY, EYE SWELLING"
aveda rosemary mint body lotion, Cosmetics,"URTICARIA, RASH PAPULAR, PRURITUS"
aveda rosemary mint shampoo, Cosmetics,"Pruritus, Inflammation, Alopecia scarring, Alopecia"
aveda shakra body mist, Cosmetics,"RASH, PRURITUS, DERMATITIS CONTACT"
aveda smooth infusion hair system, Cosmetics,ALOPECIA
aveda smooth infusion naturally conditioner and leavein treatment, Cosmetics,ALOPECIA
aveda smooth infusion smoothing shampoo, Cosmetics,ALOPECIA
aveda smooth infusion styleprep smoother, Cosmetics,"Urticaria, Rash, Pruritus"
aveda styling mousse, Cosmetics,"Pruritus, Inflammation, Alopecia scarring, Alopecia"
aveeno, Cosmetics,"SKIN EXFOLIATION, PRURITUS, DRY SKIN"
aveeno absolutely ageless  pretox peel off mask, Cosmetics,"Rosacea, Rash"
aveeno absolutely ageless eye cream, Cosmetics,"Swelling face, Pruritus, Eye swelling, Burning sensation"
aveeno active natural nourish moisturize conditioner, Cosmetics,ALOPECIA
aveeno active naturals, Cosmetics,"VISUAL ACUITY REDUCED, SWELLING FACE, HYPERSENSITIVITY, BURNING SENSATION"
aveeno active naturals moisturizer, Cosmetics,"SKIN EXFOLIATION, ERYTHEMA"
aveeno active naturals positively radiant daily moisturizer, Cosmetics,MENSTRUATION IRREGULAR
aveeno ageless restorative night cream, Cosmetics,"Swelling face, Pruritus, Eye swelling, Burning sensation"
aveeno baby, Cosmetics,"RASH, PRURITUS, HYPERSENSITIVITY"
aveeno baby bath, Cosmetics,DERMATITIS CONTACT
aveeno baby calming comfort baby lotion, Cosmetics,"RASH, ERYTHEMA, CELLULITIS, WHEEZING, DYSPNOEA, DYSPNOEA, COUGH, ASTHMA, ALLERGY TEST POSITIVE"
aveeno baby calming comfort bath, Cosmetics,"WHEEZING, DYSPNOEA, DYSPNOEA, COUGH, ASTHMA, ALLERGY TEST POSITIVE"
aveeno baby calming comfort lotion lavender  vanilla with natural colloidal oatmeal, Cosmetics,"STAPHYLOCOCCAL INFECTION, SEPSIS, PYREXIA, HAEMATOCHEZIA, BACTERAEMIA"
aveeno baby fragrance free soothing relief moisture cream, Cosmetics,"URTICARIA, ANAPHYLACTOID REACTION"
aveeno body moisturizer, Cosmetics,CHEMICAL INJURY
aveeno calming lotion, Cosmetics,DERMATITIS CONTACT
aveeno daily moisturising lotion, Cosmetics,"URTICARIA, SWELLING FACE, PRURITUS, PAIN, BURNING SENSATION"
aveeno daily moisturizing body wash, Cosmetics,ERYTHEMA
aveeno daily moisturizing lotion with colloidal oatmeal, Cosmetics,URTICARIA
aveeno daily naturals lotion, Cosmetics,"URTICARIA, PRURITUS, BURNING SENSATION"
aveeno eczema therapy moisturizing cream, Cosmetics,"Rash, Pain, Erythema, Burning sensation, Blister"
aveeno oatmeal skin bath, Cosmetics,"HEADACHE, EAR INFECTION"
aveeno pos radiant intense night cream 17oz, Cosmetics,"SKIN WARM, PRURITUS, OEDEMA PERIPHERAL, HYPERSENSITIVITY, FACE OEDEMA, EYE SWELLING, ERYTHEMA, DRY SKIN"
aveeno positively nourishing whipped souffle body cream, Cosmetics,"WOUND, PRURITUS, NAUSEA, DEHYDRATION, CELLULITIS"
aveeno positively radiant daily moisturizer, Cosmetics,"SWELLING, SKIN EXFOLIATION, CONDITION AGGRAVATED, BURNING SENSATION, BURNING SENSATION"
aveeno positively radiant makeup removing cleanser, Cosmetics,HYPERSENSITIVITY
aveeno postively radiant daily moisturizer, Cosmetics,"RASH, ERYTHEMA, BURNING SENSATION"
aveeno skin relief body wash, Cosmetics,"FATIGUE, DYSPNOEA"
aveeno skin relief moisturizing lotion with menthol, Cosmetics,VISION BLURRED
aveeno ultra calming foaming cleanser, Cosmetics,"SKIN WARM, PRURITUS, OEDEMA PERIPHERAL, HYPERSENSITIVITY, FACE OEDEMA, EYE SWELLING, ERYTHEMA, DRY SKIN"
avenne extremely gentle cleaner, Cosmetics,"SWELLING FACE, PRURITUS, ERYTHEMA, CHEMICAL INJURY"
avenne skin recovery cream, Cosmetics,"SWELLING FACE, PRURITUS, ERYTHEMA, CHEMICAL INJURY"
avenne thermal spring water, Cosmetics,"SWELLING FACE, PRURITUS, ERYTHEMA, CHEMICAL INJURY"
avigal hollywood art  henna tattoo, Cosmetics,"Pruritus, Hypersensitivity, Dermatitis, Burning sensation, Blister"
aviqua antiwrinkle complex, Cosmetics,SKIN EXFOLIATION
avlon keracare hair milk daily hair sustainer, Cosmetics,"NAUSEA, HEADACHE"
avon alpha, Cosmetics,"Scab, Hypersensitivity, Epistaxis"
avon anew alternative, Cosmetics,"URTICARIA, SWELLING FACE, PRURITUS, LOCAL SWELLING, HYPERSENSITIVITY"
avon anew clinical line and wrinkle corrector, Cosmetics,"EYE DISCHARGE, CHEMICAL BURN OF SKIN"
avon anew goldnight emulsion, Cosmetics,"PRURITUS, PARAESTHESIA, HYPERSENSITIVITY, FEELING HOT, ERYTHEMA"
avon anew ultimate day transforming lift cream, Cosmetics,"SWELLING, RASH, FACE OEDEMA, EYE SWELLING"
avon anew ultimate night age repair cream, Cosmetics,"SWELLING, RASH, FACE OEDEMA, EYE SWELLING"
avon anew ultimate transforming lift eye cream, Cosmetics,"SWELLING, RASH, FACE OEDEMA, EYE SWELLING"
avon basics care deeply body lotion with aloe, Cosmetics,"MYALGIA, BURNING SENSATION, PARAESTHESIA, MYALGIA, BURNING SENSATION"
avon bath time body paint, Cosmetics,"RASH PAPULAR, RASH"
avon body wash moisture therapy intensive healing  repair, Cosmetics,"PRURITUS, BURNING SENSATION, SKIN EXFOLIATION, PRURITUS, BURNING SENSATION"
avon mega effects mascara, Cosmetics,"PTERYGIUM, PAIN, KERATITIS, FOREIGN BODY IN EYE, EYE PAIN, EYE IRRITATION"
avon moisture therapy intensive healing  repair, Cosmetics,"Rash pruritic, Rash erythematous"
avon skin so soft bath oil, Cosmetics,"URTICARIA, RASH, PRURITUS, BLISTER"
avon skin so soft hands free hair removal gel, Cosmetics,"SWELLING, BURNING SENSATION"
avon skinsosoft hair remover gel, Cosmetics,"DERMATITIS EXFOLIATIVE, BURNING SENSATION"
avon sweet honesty perfumed skin softener cream, Cosmetics,"ROSACEA, RASH, HYPERSENSITIVITY, FURUNCLE, ERYTHEMA, BURNING SENSATION, BACTERIAL INFECTION"
avon water proof mascara, Cosmetics,"SKIN IRRITATION, EYE SWELLING, ERYTHEMA"
avons renew treatment, Cosmetics,"PRURITUS, FEELING OF BODY TEMPERATURE CHANGE, ERYTHEMA"
avotox antiwrinkle relaxing cream, Cosmetics,FEELING ABNORMAL
awakening spirit lavendar and rose skin cream, Cosmetics,"PALPITATIONS, HEART RATE INCREASED, HEART RATE ABNORMAL, HEART RATE ABNORMAL, DIZZINESS, DIZZINESS, CARDIAC FIBRILLATION"
axe, Cosmetics,"RASH PAPULAR, PARAESTHESIA, PAIN, HYPERSENSITIVITY, ERYTHEMA, CAUSTIC INJURY, BURNING SENSATION"
axe anarchy body wash, Cosmetics,"SWELLING, SKIN BURNING SENSATION, PRURITUS, PAIN, MOVEMENT DISORDER, HYPERSENSITIVITY, DERMATITIS"
axe body spray, Cosmetics,"SINUS DISORDER, RESPIRATORY DISORDER, NASAL CONGESTION, DYSPNOEA, COUGH, ANAPHYLACTOID REACTION, COUGH, ASTHMA, RASH, Pharyngeal oedema, Hypersensitivity"
axe cleancut look pomade, Cosmetics,"OCULAR HYPERAEMIA, EYE IRRITATION, CORNEAL ABRASION, CHEMICAL EYE INJURY"
axe deoderant, Cosmetics,"NAUSEA, CONFUSIONAL STATE, ASTHENIA"
axe deodorant, Cosmetics,MALAISE
axe deodorant body spray, Cosmetics,"PHYSICAL EXAMINATION, HOSPITALISATION, DYSPNOEA, ASTHMA"
axe dual 2 in 1 shampoo  conditioner, Cosmetics,"RASH, HYPERSENSITIVITY, BLISTER"
axe underarm deodorant, Cosmetics,"SKIN EXFOLIATION, SKIN DISCOLOURATION, RASH, HYPERSENSITIVITY, BURNING SENSATION"
axe unlimited deodorant bodyspray, Cosmetics,"TENDERNESS, RASH, HYPERSENSITIVITY, ERYTHEMA, BURNS SECOND DEGREE, BURNING SENSATION, BLISTER"
axe white label night body wash, Cosmetics,URTICARIA
ayr nasal saline gel with aloe vera, Cosmetics,"Staphylococcal infection, Sinusitis"
ayr saline nasal gel nodrip sinus spray, Cosmetics,"Skin irritation, Skin exfoliation, Paranasal sinus hypersecretion, Pain, Erythema"
ayr saline nasal gel with aloe vera, Cosmetics,"Rhinitis, Rhinalgia, Epistaxis"
ayr saline nasal gel with soothing aloe tube, Cosmetics,Pneumonia
aziza ii eye shadow, Cosmetics,"EYE PAIN, EYE IRRITATION"
b lue diamond infused eye cream, Cosmetics,"RASH, PARAESTHESIA, ERYTHEMA"
babana boat aloe after sun lotion, Cosmetics,"STAPHYLOCOCCAL INFECTION, SKIN EXFOLIATION, INFECTION, EYE IRRITATION"
baby day creamy baby oil, Cosmetics,BURNING SENSATION
baby magic gentle baby bath original baby scent, Cosmetics,FLUSHING
baby magic hair and body wash soft powder scent, Cosmetics,"URTICARIA, FOLLICULITIS"
baby oil, Cosmetics,"URTICARIA, PRURITUS, OEDEMA, HYPERSENSITIVITY, ERYTHEMA"
baby oil gel aloe vera  vit e, Cosmetics,Blepharopachynsis
baby powder, Cosmetics,"COUGH, ASTHMA"
baby shampoo, Cosmetics,"SKIN IRRITATION, RASH ERYTHEMATOUS, PRURITUS, PARAESTHESIA, PAIN OF SKIN, PAIN, FEELING HOT, DERMATITIS CONTACT"
baby wipe, Cosmetics,Urinary tract infection
baby wipes, Cosmetics,"RASH GENERALISED, PRURITUS, HYPERSENSITIVITY, HAEMORRHAGE, ALLERGY TEST POSITIVE, Skin exfoliation, Skin exfoliation, Pruritus, Infection, Hypersensitivity, Dry skin, Rash, Pneumonia"
babyganics face hand  baby wipes, Cosmetics,"PAIN, HAEMORRHAGE, EMOTIONAL DISTRESS, DERMATITIS DIAPER, CRYING"
babyganics night time shampoo, Cosmetics,"SOMNOLENCE, PAIN, OCULAR HYPERAEMIA, LETHARGY, EYE IRRITATION, EYE INJURY, CRYING, APRAXIA"
babyganics shampoo  body wash, Cosmetics,EYE IRRITATION
babyganics shampoo and body wash, Cosmetics,"Pruritus, Hyperkeratosis, Haemorrhage, Eczema, Dry skin"
bags be gone, Cosmetics,BASAL CELL CARCINOMA
balancing mud mask  jasmine, Cosmetics,"Swelling, Skin irritation, Pruritus, Feeling hot, Erythema, Chemical injury"
balneol, Cosmetics,"Vulvovaginal erythema, Vulvovaginal burning sensation, Urinary tract infection bacterial"
balsm color female hair color permanent liquid black 618, Cosmetics,"SWELLING FACE, SKIN LESION, SECRETION DISCHARGE, RASH, PURULENT DISCHARGE, PRURITUS, EYE SWELLING, ERYTHEMA, BURNING SENSATION"
banana boat dark tanning oil spf 0, Cosmetics,"Vomiting, Presyncope, Headache, Dyspnoea, Dizziness, Chest discomfort"
banana boat summer color self tanning lotion light to medium color 6 oz tube, Cosmetics,"RASH MACULAR, RASH, INFLAMMATION, IMPAIRED WORK ABILITY, HAEMORRHAGE, CAPILLARY DISORDER"
banana boat sunless dark summer color, Cosmetics,"RASH PAPULAR, RASH MACULAR, PRURITUS, DYSPNOEA"
banana boat sunless tanning lotion, Cosmetics,DIARRHOEA
barbaras soaps of the season, Cosmetics,"Migraine, Malaise, Nausea, Dyspnoea, Dizziness, Dizziness, Disorientation"
bare escentuals foundation, Cosmetics,"SKIN IRRITATION, RASH, HAIR DISORDER, ACNE"
bare escentuals id bare vitamins skin rever upper, Cosmetics,"SWELLING, RASH, PAIN, EYE SWELLING, ERYTHEMA, BURNING SENSATION"
bare essentials bare vitamins cream, Cosmetics,"SKIN DISORDER, PAIN, BLISTER"
bare essentials starter kit, Cosmetics,"INFLAMMATION, INFECTION, HYPERSENSITIVITY, BODY TEMPERATURE INCREASED, ACNE CYSTIC"
bare minerals matte foundation fairly light n10, Cosmetics,HEADACHE
bare minerals original foundation, Cosmetics,"Visual impairment, Rash, Pain, Dry eye, Chalazion, Cellulitis, Skin discolouration"
bare minerals powder, Cosmetics,ASTHMA
bare minerals wellrested face and eye brightener, Cosmetics,"WOUND, SWELLING, SCAB, PAIN, CHEMICAL INJURY, BURNING SENSATION, BURNING SENSATION"
bareminerals bare escentuals foundation 3c medium tan, Cosmetics,"URTICARIA, SKIN EXFOLIATION, SCAR, RASH, PRURITUS, HYPERSENSITIVITY, ECZEMA, BURNING SENSATION, BLISTER"
bareminerals stroke of light eye, Cosmetics,"Lacrimation increased, Eye pruritus, Dermatitis contact"
barmensen connection, Cosmetics,CAUSTIC INJURY
bath  body lotion  apple harvest, Cosmetics,"URTICARIA, RASH ERYTHEMATOUS, EYE IRRITATION, BIOPSY SKIN ABNORMAL"
bath  body lotion sweet cinnamon pumpkin, Cosmetics,"URTICARIA, RASH ERYTHEMATOUS, EYE IRRITATION, BIOPSY SKIN ABNORMAL"
bath  body works capri seaside citrus shower gel, Cosmetics,"SWELLING, RASH GENERALISED, RASH, PRURITUS, OROPHARYNGEAL SWELLING, OEDEMA PERIPHERAL, LIP SWELLING"
bath  body works sculpty soap, Cosmetics,"Throat tightness, Suffocation feeling, Respiratory disorder, Oropharyngeal pain, Increased upper airway secretion, Dyspnoea, Cough"
bath and beauty works sweet pea body wash, Cosmetics,"RASH, PRURITUS, PRURITUS, OEDEMA PERIPHERAL, LOCALISED OEDEMA, HYPOAESTHESIA"
bath and body skin firming body treatment, Cosmetics,"PRURITUS, PAIN OF SKIN, GENERALISED ERYTHEMA"
bath and body work candy apple and vanilla noel fizzes, Cosmetics,"URTICARIA, MALAISE, HYPERSENSITIVITY"
bath and body works aromatherapy jasmin vanilla, Cosmetics,"PRURITUS, ERYTHEMA, CONTUSION"
bath and body works aromatherapy orange ginger energizing volumizing shampoo, Cosmetics,"VOMITING, SYNCOPE, PALPITATIONS, LOSS OF CONSCIOUSNESS, INSOMNIA, HEART RATE INCREASED, HEART RATE ABNORMAL, FLUSHING, DIZZINESS, BLOOD PRESSURE INCREASED"
bath and body works body butter  super soft moonlight path, Cosmetics,"Urticaria, Swelling face, Pruritus generalised, Pruritus"
bath and body works botanical nutrients conditioner, Cosmetics,TRICHORRHEXIS
bath and body works botanical nutrients rosemary mint intense volume and shine with organic peppermint, Cosmetics,TRICHORRHEXIS
bath and body works cucumber melon body wash, Cosmetics,"PAIN, OCULAR HYPERAEMIA, MALAISE, LETHARGY, INFLUENZA LIKE ILLNESS, IMPAIRED WORK ABILITY, HYPOAESTHESIA, HEADACHE, EYE SWELLING, DYSPHONIA, ACNE"
bath and body works exotic coconut body lotion, Cosmetics,"ERYTHEMA, BURNING SENSATION"
bath and body works patricia wexler skin regeneration serum, Cosmetics,"SKIN IRRITATION, ERYTHEMA"
bath and body works pleasures amber shower gel, Cosmetics,"PRURITUS, HYPERSENSITIVITY"
bath and body works purely silk body luster sweet pea, Cosmetics,"SKIN INJURY, RASH, PHYSICAL EXAMINATION, PARAESTHESIA, HYPERSENSITIVITY, HAEMORRHAGE, ERYTHEMA, BURNING SENSATION, SKIN DISCOLOURATION, RASH ERYTHEMATOUS, PRURITUS, BURNING SENSATION"
bath and body works skin firming body treatment, Cosmetics,HYPERSENSITIVITY
bath and body works sweet pea body cream, Cosmetics,"SKIN INJURY, RASH, PHYSICAL EXAMINATION, PARAESTHESIA, HYPERSENSITIVITY, HAEMORRHAGE, ERYTHEMA, BURNING SENSATION, SKIN DISCOLOURATION, RASH ERYTHEMATOUS, PRURITUS, BURNING SENSATION"
bath and bodyworks aromatherapy energy  orange ginger body lotion, Cosmetics,"THROAT TIGHTNESS, RASH, HYPERSENSITIVITY"
bath bombs lemon scented, Cosmetics,"Urticaria, Swelling"
batiste hair spray brown, Cosmetics,"Haemolytic anaemia, Adult T-cell lymphoma/leukaemia"
batiste instant hair refresh dry shampoo, Cosmetics,"PAIN, FROSTBITE, BURNS THIRD DEGREE, BURNING SENSATION"
bb thickening conditioner, Cosmetics,"SKIN TIGHTNESS, PYREXIA, PARAESTHESIA, INFLUENZA, HEPATIC ENZYME INCREASED, BLOOD CHOLESTEROL INCREASED, ALOPECIA, ALOPECIA"
bbw kitchen lemon hand soap with olive oil, Cosmetics,"Urticaria, Throat tightness, Pruritus, Anaphylactic shock"
be a bombshell cosmetics lash out mascara, Cosmetics,"OCULAR HYPERAEMIA, LACRIMATION INCREASED, EYE PRURITUS"
be a bombshell lash out mascara batch 310, Cosmetics,"NAUSEA, EYE IRRITATION"
be curly conditioner, Cosmetics,Alopecia
be curly shampoo, Cosmetics,Alopecia
bea luz exfoliating foot peel mask, Cosmetics,"Tenderness, Skin lesion, Rash macular, Rash, Pain"
beach babe texturizing sea salt spray, Cosmetics,"Swelling face, Hypersensitivity, Ear swelling"
beard and mustache color, Cosmetics,Chemical injury
beauticontrol regeneration extreme repair alpha hydroxy acid complex 3 hand therapy for dry and damaged skin, Cosmetics,"RASH, PAIN, LOCALISED OEDEMA, JOINT SWELLING, ERYTHEMA"
beautiful beginnings permanent kit, Cosmetics,"TRICHORRHEXIS, TRICHORRHEXIS"
beautiful collection professional hair color, Cosmetics,"ROTATOR CUFF SYNDROME, PAIN IN EXTREMITY, MUSCULOSKELETAL PAIN, LOSS OF CONSCIOUSNESS, HYPERSENSITIVITY, HYPERSENSITIVITY, FEELING ABNORMAL, EPILEPSY, CONVULSION, CONVULSION, CHEMICAL POISONING, CEREBROVASCULAR ACCIDENT"
beautiful day body spray, Cosmetics,"URTICARIA, DYSPNOEA, COUGH"
beautique eyeliner pencil  blue azure, Cosmetics,"PRURITUS, INFLUENZA LIKE ILLNESS, EYE IRRITATION"
beauty  planet argon oil  lavender smooth  serene conditioner, Cosmetics,"Urticaria, Rash"
beauty 360 gentle eye makeup rem, Cosmetics,VISION BLURRED
beauty 360 moisturizing antiwrinkle firming peel off mask, Cosmetics,"SKIN INJURY, ALOPECIA"
beauty avenues aromatherapy body mist, Cosmetics,ACIDOSIS
beauty avenues heavenly body mist, Cosmetics,"TREMOR, RESTLESSNESS, RESPIRATORY TRACT CONGESTION, RESPIRATORY FAILURE, PNEUMONIA, HEART RATE INCREASED, FATIGUE, DYSPNOEA, COUGH, CHEST PAIN, CHEST DISCOMFORT, BRONCHITIS CHEMICAL, APHONIA"
beauty avenues moonlight path shower gel, Cosmetics,"VISUAL IMPAIRMENT, URTICARIA, OROPHARYNGEAL SWELLING, HYPERTENSION, HYPERSENSITIVITY, EYE SWELLING, BLOOD PRESSURE INCREASED, BLISTER"
beauty avenues naturally hydrating body lotion pump, Cosmetics,"SWELLING, SKIN IRRITATION, SKIN IRRITATION, SKIN EXFOLIATION, RASH MACULAR, RASH MACULAR, RASH, PRURITUS, PAIN, HYPERSENSITIVITY, ERYTHEMA, DRY SKIN, DISCOMFORT, CHILLS, CELLULITIS"
beauty avenues sweet pea trio, Cosmetics,URTICARIA
beauty formulas nose pore strips with activated charcoal, Cosmetics,"Skin exfoliation, Pain, Erythema, Chemical injury, Burning sensation"
beautycolor cosmetics company ltd bigen permanent color hair powder, Cosmetics,"SKIN REACTION, BURNING SENSATION"
beautyful aha alpha hydroxy acid, Cosmetics,"Palpitations, Heart rate irregular, Eye irritation"
bed head scalp salve, Cosmetics,BURNING SENSATION
beiersdorf  nivea, Cosmetics,"SKIN DISCOLOURATION, HYPOTRICHOSIS, HAIR COLOUR CHANGES, DEFORMITY"
believe intraceuticals, Cosmetics,"SWELLING FACE, RASH, PRURITUS, ERYTHEMA, DRY SKIN, DERMATITIS CONTACT"
bellamora international group 5 piece skin care system, Cosmetics,"PARAESTHESIA, MENSTRUAL DISORDER, MEMORY IMPAIRMENT, LETHARGY, HEADACHE, EYELID DISORDER"
bellaplex, Cosmetics,"SOMNOLENCE, SKIN WRINKLING, HYPERTENSION, FATIGUE, CHEST PAIN"
belle nubian miracle lightening cream, Cosmetics,"Skin disorder, Contusion, Application site pruritus"
belle nubian serum, Cosmetics,"Skin disorder, Contusion, Application site pruritus"
ben nye powder, Cosmetics,"RASH, HYPERSENSITIVITY"
benefit bathina body balm, Cosmetics,"PRURITUS, HOSPITALISATION, ERYTHEMA"
benefit brow waxing, Cosmetics,"RASH, HYPERSENSITIVITY"
benefit concealer, Cosmetics,"FACE OEDEMA, EYE SWELLING, EYE IRRITATION"
benefit cosmetics theyre real mascara, Cosmetics,"PRURITUS, OCULAR HYPERAEMIA, HYPERSENSITIVITY, EYE SWELLING"
benefit eyelash tint, Cosmetics,"FACE OEDEMA, EYE SWELLING, EYE IRRITATION"
benefit eyeshadow, Cosmetics,"FACE OEDEMA, EYE SWELLING, EYE IRRITATION"
benefit foundation, Cosmetics,"FACE OEDEMA, EYE SWELLING, EYE IRRITATION"
benefit mascara, Cosmetics,"FACE OEDEMA, EYE SWELLING, EYE IRRITATION"
benefit moisturizer, Cosmetics,"FACE OEDEMA, EYE SWELLING, EYE IRRITATION"
benefit powder eyeliner, Cosmetics,"FACE OEDEMA, EYE SWELLING, EYE IRRITATION"
benefit theyre real beyond jet black mascara, Cosmetics,"VISION BLURRED, SKIN DISCOLOURATION, LACRIMATION INCREASED, IRIS INJURY, HYPERSENSITIVITY, BURNING SENSATION"
benefit theyre real mascara, Cosmetics,TRICHORRHEXIS
benton aloe bha toner, Cosmetics,"SCAR, RASH PAPULAR, MILIA, INFECTION, GRAM STAIN POSITIVE, DERMAL CYST, ACNE PUSTULAR, ACNE, SCAR, RASH PAPULAR, MILIA, INFECTION, GRAM STAIN POSITIVE, DERMAL CYST, ACNE PUSTULAR, ACNE, SKIN DISCOLOURATION, PRURITUS, MILIA, DERMAL CYST, ACNE CYSTIC, ACNE"
